customer_ID,business_category
81565,Animal shelter
81566,Internet cafe
81567,Library
81568,Health and construction business
81569,Internet cafe
81570,Internet cafe
81571,Library
81572,Shopping center
81573,Animal shelter
81574,Real estate agent
81575,Lodging business
81576,Government office
81577,Medical organization
81578,Lodging business
81579,Television station
81580,Sports activity location
81581,Animal shelter
81582,Sports activity location
81583,Emergency services
81584,Real estate agent
81585,Dry cleaning or laundry
81586,Medical organization
81587,Emergency services
81588,Health and construction business
81589,Government office
81590,Store
81591,Government office
81592,Real estate agent
81593,Library
81594,Shopping center
81595,Internet cafe
81596,Animal shelter
81597,Government office
81598,Television station
81599,Library
81600,Health and construction business
81601,Sports activity location
81602,Financial service
81603,Medical organization
81604,Sports activity location
81605,Tourist information center
81606,Store
81607,Financial service
81608,Store
81609,Dry cleaning or laundry
81610,Television station
81611,Government office
81612,Lodging business
81613,Child care
81614,Automotive business
81615,Professional service
81616,Emergency services
81617,Self storage
81618,Library
81619,Self storage
81620,Travel agency
81621,Library
81622,Television station
81623,Government office
81624,Professional service
81625,Health and construction business
81626,Medical organization
81627,Self storage
81628,Employment agency
81629,Financial service
81630,Lodging business
81631,Lodging business
81632,Professional service
81633,Automotive business
81634,Self storage
81635,Internet cafe
81636,Employment agency
81637,Sports activity location
81638,Library
81639,Entertainment business
81640,Professional service
81641,Health and construction business
81642,Real estate agent
81643,Lodging business
81644,Employment agency
81645,Real estate agent
81646,Shopping center
81647,Government office
81648,Health and construction business
81649,Dry cleaning or laundry
81650,Store
81651,Emergency services
81652,Self storage
81653,Food establishment
81654,Real estate agent
81655,Medical organization
81656,Lodging business
81657,Health and construction business
81658,Tourist information center
81659,Shopping center
81660,Emergency services
81661,Self storage
81662,Tourist information center
81663,Internet cafe
81664,Automotive business
81665,Dry cleaning or laundry
81666,Shopping center
81667,Television station
81668,Emergency services
81669,Tourist information center
81670,Health and construction business
81671,Real estate agent
81672,Travel agency
81673,Library
81674,Library
81675,Medical organization
81676,Emergency services
81677,Lodging business
81678,Child care
81679,Entertainment business
81680,Tourist information center
81681,Automotive business
81682,Real estate agent
81683,Emergency services
81684,Travel agency
81685,Sports activity location
81686,Financial service
81687,Real estate agent
81688,Financial service
81689,Financial service
81690,Professional service
81691,Tourist information center
81692,Lodging business
81693,Real estate agent
81694,Entertainment business
81695,Emergency services
81696,Food establishment
81697,Emergency services
81698,Store
81699,Medical organization
81700,Entertainment business
81701,Tourist information center
81702,Tourist information center
81703,Tourist information center
81704,Employment agency
81705,Child care
81706,Emergency services
81707,Self storage
81708,Internet cafe
81709,Automotive business
81710,Self storage
81711,Employment agency
81712,Child care
81713,Employment agency
81714,Dry cleaning or laundry
81715,Tourist information center
81716,Internet cafe
81717,Child care
81718,Tourist information center
81719,Store
81720,Health and construction business
81721,Self storage
81722,Financial service
81723,Real estate agent
81724,Travel agency
81725,Animal shelter
81726,Automotive business
81727,Shopping center
81728,Library
81729,Travel agency
81730,Automotive business
81731,Library
81732,Government office
81733,Dry cleaning or laundry
81734,Emergency services
81735,Shopping center
81736,Medical organization
81737,Professional service
81738,Store
81739,Professional service
81740,Automotive business
81741,Store
81742,Medical organization
81743,Child care
81744,Child care
81745,Health and construction business
81746,Travel agency
81747,Internet cafe
81748,Automotive business
81749,Shopping center
81750,Employment agency
81751,Television station
81752,Medical organization
81753,Automotive business
81754,Internet cafe
81755,Entertainment business
81756,Food establishment
81757,Medical organization
81758,Internet cafe
81759,Tourist information center
81760,Self storage
81761,Animal shelter
81762,Health and construction business
81763,Self storage
81764,Medical organization
81765,Shopping center
81766,Real estate agent
81767,Self storage
81768,Employment agency
81769,Financial service
81770,Emergency services
81771,Employment agency
81772,Self storage
81773,Health and construction business
81774,Television station
81775,Entertainment business
81776,Government office
81777,Government office
81778,Emergency services
81779,Government office
81780,Emergency services
81781,Tourist information center
81782,Health and construction business
81783,Animal shelter
81784,Health and construction business
81785,Government office
81786,Shopping center
81787,Real estate agent
81788,Library
81789,Internet cafe
81790,Television station
81791,Internet cafe
81792,Child care
81793,Food establishment
81794,Animal shelter
81795,Shopping center
81796,Television station
81797,Lodging business
81798,Dry cleaning or laundry
81799,Professional service
81800,Sports activity location
81801,Tourist information center
81802,Child care
81803,Library
81804,Internet cafe
81805,Library
81806,Health and construction business
81807,Emergency services
81808,Automotive business
81809,Automotive business
81810,Dry cleaning or laundry
81811,Self storage
81812,Food establishment
81813,Financial service
81814,Lodging business
81815,Professional service
81816,Tourist information center
81817,Medical organization
81818,Child care
81819,Shopping center
81820,Government office
81821,Real estate agent
81822,Professional service
81823,Television station
81824,Library
81825,Child care
81826,Food establishment
81827,Automotive business
81828,Library
81829,Financial service
81830,Sports activity location
81831,Real estate agent
81832,Store
81833,Professional service
81834,Professional service
81835,Health and construction business
81836,Shopping center
81837,Sports activity location
81838,Shopping center
81839,Entertainment business
81840,Medical organization
81841,Lodging business
81842,Self storage
81843,Store
81844,Food establishment
81845,Medical organization
81846,Emergency services
81847,Government office
81848,Professional service
81849,Entertainment business
81850,Automotive business
81851,Medical organization
81852,Real estate agent
81853,Store
81854,Food establishment
81855,Professional service
81856,Food establishment
81857,Food establishment
81858,Tourist information center
81859,Employment agency
81860,Emergency services
81861,Real estate agent
81862,Animal shelter
81863,Travel agency
81864,Automotive business
81865,Financial service
81866,Dry cleaning or laundry
81867,Animal shelter
81868,Medical organization
81869,Child care
81870,Employment agency
81871,Store
81872,Real estate agent
81873,Sports activity location
